This file was generated on Sept 19
Sampling rate: 50 [Hz]
,t,values
0,0.0,0.25929753507660536
1,0.02,2.5409030986676044
2,0.04,2.57056634521696
3,0.06,5.013897335390943
4,0.08,4.278130277083797
5,0.1,4.399997433704579
6,0.12,5.163487079009469
7,0.14,4.090792756698397
8,0.16,4.431976697780183
9,0.18,2.734907511704706
10,0.2,1.6543648678081182
11,0.22,0.9021554851256126
12,0.24,0.010451356290594127
13,0.26,-0.42951978280282543
14,0.28,-3.636288821730065
15,0.3,-4.050098342126417
16,0.32,-6.157167232001983
17,0.34,-5.2398917897114226
18,0.36,-4.711660989379115
19,0.38,-4.606455941122783
20,0.4,-5.582964664126836
21,0.42,-1.9069462968266881
22,0.44,-2.17743220179773
23,0.46,-0.8267739155992382
24,0.48,1.5356716816497349
25,0.5,1.521121940539588
26,0.52,2.01001485669689
27,0.54,3.461066770128945
28,0.56,3.4117957515428383
29,0.58,5.804632333542224
30,0.6,5.13224387297096
31,0.62,7.068959687191137
32,0.64,4.881137474890581
33,0.66,2.372009992539585
34,0.68,3.544057864829127
35,0.7000000000000001,2.5942582226657347
36,0.72,1.3667977254356403
37,0.74,-0.3567767092065944
38,0.76,-3.396566911476511
39,0.78,-2.116500738521271
40,0.8,-4.171876461955822
41,0.8200000000000001,-4.126769164362376
42,0.84,-4.569510524022133
43,0.86,-4.778992884416065
44,0.88,-5.2651791105239445
45,0.9,-3.4354206749065592
46,0.92,-4.187241272204445
47,0.9400000000000001,-2.2430650257109317
48,0.96,-1.1235482400222339
49,0.98,-1.6106790567281224
50,1.0,0.9136970891893736
51,1.02,2.547776307447759
52,1.04,2.8312497383316004
53,1.06,4.421663515980251
54,1.08,4.837233023540315
55,1.1,5.385850176822559
56,1.12,5.275269067208397
57,1.1400000000000001,3.0008658571711093
58,1.16,2.8101158758512232
59,1.18,2.2029810649904706
60,1.2,2.8598951106110286
61,1.22,-0.14946427995634448
62,1.24,-2.0709724326606356
63,1.26,-1.583922456035448
64,1.28,-2.524768338158518
65,1.3,-4.257226572207706
66,1.32,-4.002514149053476
67,1.34,-5.118272244576548
68,1.36,-5.9239586038019265
69,1.3800000000000001,-3.2845073913924914
70,1.4000000000000001,-4.726432190798434
71,1.42,-5.291845349001041
72,1.44,-2.4637986123890925
73,1.46,-1.7753562571293506
74,1.48,0.822114747543824
75,1.5,1.3740107306359768
76,1.52,0.8908399769416087
77,1.54,5.0339506158765115
78,1.56,5.529048109485399
79,1.58,5.77087287123421
80,1.6,4.9058388889688835
81,1.62,5.0665355740081965
82,1.6400000000000001,3.720955729884998
